,start_date,venue,innings,batting_team,bowling_team,total_runs
1256,2017-05-13,Eden Gardens,1,Mumbai Indians,Kolkata Knight Riders,172
1257,2017-05-13,Eden Gardens,2,Kolkata Knight Riders,Mumbai Indians,164
1258,2017-05-14,Maharashtra Cricket Association Stadium,1,Kings XI Punjab,Rising Pune Supergiant,73
1259,2017-05-14,Maharashtra Cricket Association Stadium,2,Rising Pune Supergiant,Kings XI Punjab,78
1260,2017-05-14,Feroz Shah Kotla,1,Royal Challengers Bangalore,Delhi Daredevils,156
1261,2017-05-14,Feroz Shah Kotla,2,Delhi Daredevils,Royal Challengers Bangalore,151
1262,2017-05-16,Wankhede Stadium,1,Rising Pune Supergiant,Mumbai Indians,162
1263,2017-05-16,Wankhede Stadium,2,Mumbai Indians,Rising Pune Supergiant,142
1264,2017-05-17,M Chinnaswamy Stadium,1,Sunrisers Hyderabad,Kolkata Knight Riders,128
1265,2017-05-17,M Chinnaswamy Stadium,2,Kolkata Knight Riders,Sunrisers Hyderabad,48
1266,2017-05-19,M Chinnaswamy Stadium,1,Kolkata Knight Riders,Mumbai Indians,107
1267,2017-05-19,M Chinnaswamy Stadium,2,Mumbai Indians,Kolkata Knight Riders,111
1268,2017-05-21,"Rajiv Gandhi International Stadium, Uppal",1,Mumbai Indians,Rising Pune Supergiant,128
1269,2017-05-21,"Rajiv Gandhi International Stadium, Uppal",2,Rising Pune Supergiant,Mumbai Indians,128
1270,2018-04-07,Wankhede Stadium,1,Mumbai Indians,Chennai Super Kings,165
1271,2018-04-07,Wankhede Stadium,2,Chennai Super Kings,Mumbai Indians,169
1272,2018-04-08,Punjab Cricket Association IS Bindra Stadium,1,Delhi Daredevils,Kings XI Punjab,166
1273,2018-04-08,Punjab Cricket Association IS Bindra Stadium,2,Kings XI Punjab,Delhi Daredevils,167
1274,2018-04-08,Eden Gardens,1,Royal Challengers Bangalore,Kolkata Knight Riders,176
1275,2018-04-08,Eden Gardens,2,Kolkata Knight Riders,Royal Challengers Bangalore,177
1276,2018-04-09,Rajiv Gandhi International Stadium,1,Rajasthan Royals,Sunrisers Hyderabad,125
1277,2018-04-09,Rajiv Gandhi International Stadium,2,Sunrisers Hyderabad,Rajasthan Royals,127
1278,2018-04-10,MA Chidambaram Stadium,1,Kolkata Knight Riders,Chennai Super Kings,202
1279,2018-04-10,MA Chidambaram Stadium,2,Chennai Super Kings,Kolkata Knight Riders,199
1280,2018-04-11,Sawai Mansingh Stadium,1,Rajasthan Royals,Delhi Daredevils,153
1281,2018-04-11,Sawai Mansingh Stadium,2,Delhi Daredevils,Rajasthan Royals,60
1282,2018-04-12,Rajiv Gandhi International Stadium,1,Mumbai Indians,Sunrisers Hyderabad,143
1283,2018-04-12,Rajiv Gandhi International Stadium,2,Sunrisers Hyderabad,Mumbai Indians,147
1284,2018-04-13,M.Chinnaswamy Stadium,1,Kings XI Punjab,Royal Challengers Bangalore,155
1285,2018-04-13,M.Chinnaswamy Stadium,2,Royal Challengers Bangalore,Kings XI Punjab,159
1286,2018-04-14,Wankhede Stadium,1,Mumbai Indians,Delhi Daredevils,194
1287,2018-04-14,Wankhede Stadium,2,Delhi Daredevils,Mumbai Indians,195
1288,2018-04-14,Eden Gardens,1,Kolkata Knight Riders,Sunrisers Hyderabad,138
1289,2018-04-14,Eden Gardens,2,Sunrisers Hyderabad,Kolkata Knight Riders,139
1290,2018-04-15,M.Chinnaswamy Stadium,1,Rajasthan Royals,Royal Challengers Bangalore,216
1291,2018-04-15,M.Chinnaswamy Stadium,2,Royal Challengers Bangalore,Rajasthan Royals,198
1292,2018-04-15,Punjab Cricket Association IS Bindra Stadium,1,Kings XI Punjab,Chennai Super Kings,197
1293,2018-04-15,Punjab Cricket Association IS Bindra Stadium,2,Chennai Super Kings,Kings XI Punjab,187
1294,2018-04-16,Eden Gardens,1,Kolkata Knight Riders,Delhi Daredevils,200
1295,2018-04-16,Eden Gardens,2,Delhi Daredevils,Kolkata Knight Riders,129
1296,2018-04-17,Wankhede Stadium,1,Mumbai Indians,Royal Challengers Bangalore,207
1297,2018-04-17,Wankhede Stadium,2,Royal Challengers Bangalore,Mumbai Indians,167
1298,2018-04-18,Sawai Mansingh Stadium,1,Rajasthan Royals,Kolkata Knight Riders,157
1299,2018-04-18,Sawai Mansingh Stadium,2,Kolkata Knight Riders,Rajasthan Royals,163
1300,2018-04-19,Punjab Cricket Association IS Bindra Stadium,1,Kings XI Punjab,Sunrisers Hyderabad,193
1301,2018-04-19,Punjab Cricket Association IS Bindra Stadium,2,Sunrisers Hyderabad,Kings XI Punjab,177
1302,2018-04-20,Maharashtra Cricket Association Stadium,1,Chennai Super Kings,Rajasthan Royals,202
1303,2018-04-20,Maharashtra Cricket Association Stadium,2,Rajasthan Royals,Chennai Super Kings,140
1304,2018-04-21,Eden Gardens,1,Kolkata Knight Riders,Kings XI Punjab,190
1305,2018-04-21,Eden Gardens,2,Kings XI Punjab,Kolkata Knight Riders,126
1306,2018-04-21,M.Chinnaswamy Stadium,1,Delhi Daredevils,Royal Challengers Bangalore,174
1307,2018-04-21,M.Chinnaswamy Stadium,2,Royal Challengers Bangalore,Delhi Daredevils,176
1308,2018-04-22,Rajiv Gandhi International Stadium,1,Chennai Super Kings,Sunrisers Hyderabad,182
1309,2018-04-22,Rajiv Gandhi International Stadium,2,Sunrisers Hyderabad,Chennai Super Kings,178
1310,2018-04-22,Sawai Mansingh Stadium,1,Mumbai Indians,Rajasthan Royals,165
1311,2018-04-22,Sawai Mansingh Stadium,2,Rajasthan Royals,Mumbai Indians,168
1312,2018-04-23,Arun Jaitley Stadium,1,Kings XI Punjab,Delhi Daredevils,143
1313,2018-04-23,Arun Jaitley Stadium,2,Delhi Daredevils,Kings XI Punjab,139
1314,2018-04-24,Wankhede Stadium,1,Sunrisers Hyderabad,Mumbai Indians,118
1315,2018-04-24,Wankhede Stadium,2,Mumbai Indians,Sunrisers Hyderabad,87
1316,2018-04-25,M.Chinnaswamy Stadium,1,Royal Challengers Bangalore,Chennai Super Kings,201
1317,2018-04-25,M.Chinnaswamy Stadium,2,Chennai Super Kings,Royal Challengers Bangalore,207
1318,2018-04-26,Rajiv Gandhi International Stadium,1,Sunrisers Hyderabad,Kings XI Punjab,132
1319,2018-04-26,Rajiv Gandhi International Stadium,2,Kings XI Punjab,Sunrisers Hyderabad,119
1320,2018-04-27,Arun Jaitley Stadium,1,Delhi Daredevils,Kolkata Knight Riders,213
1321,2018-04-27,Arun Jaitley Stadium,2,Kolkata Knight Riders,Delhi Daredevils,160
1322,2018-04-28,Maharashtra Cricket Association Stadium,1,Chennai Super Kings,Mumbai Indians,169
1323,2018-04-28,Maharashtra Cricket Association Stadium,2,Mumbai Indians,Chennai Super Kings,170
1324,2018-04-29,Sawai Mansingh Stadium,1,Sunrisers Hyderabad,Rajasthan Royals,151
1325,2018-04-29,Sawai Mansingh Stadium,2,Rajasthan Royals,Sunrisers Hyderabad,140
1326,2018-04-29,M.Chinnaswamy Stadium,1,Royal Challengers Bangalore,Kolkata Knight Riders,175
1327,2018-04-29,M.Chinnaswamy Stadium,2,Kolkata Knight Riders,Royal Challengers Bangalore,176
1328,2018-04-30,Maharashtra Cricket Association Stadium,1,Chennai Super Kings,Delhi Daredevils,211
1329,2018-04-30,Maharashtra Cricket Association Stadium,2,Delhi Daredevils,Chennai Super Kings,196
1330,2018-05-01,M.Chinnaswamy Stadium,1,Royal Challengers Bangalore,Mumbai Indians,161
1331,2018-05-01,M.Chinnaswamy Stadium,2,Mumbai Indians,Royal Challengers Bangalore,153
1332,2018-05-02,Arun Jaitley Stadium,1,Delhi Daredevils,Rajasthan Royals,196
1333,2018-05-02,Arun Jaitley Stadium,2,Rajasthan Royals,Delhi Daredevils,146
1334,2018-05-03,Eden Gardens,1,Chennai Super Kings,Kolkata Knight Riders,177
1335,2018-05-03,Eden Gardens,2,Kolkata Knight Riders,Chennai Super Kings,180
1336,2018-05-04,Holkar Cricket Stadium,1,Kings XI Punjab,Mumbai Indians,170
1337,2018-05-04,Holkar Cricket Stadium,2,Mumbai Indians,Kings XI Punjab,176
1338,2018-05-05,Maharashtra Cricket Association Stadium,1,Royal Challengers Bangalore,Chennai Super Kings,127
1339,2018-05-05,Maharashtra Cricket Association Stadium,2,Chennai Super Kings,Royal Challengers Bangalore,128
1340,2018-05-05,Rajiv Gandhi International Stadium,1,Delhi Daredevils,Sunrisers Hyderabad,163
1341,2018-05-05,Rajiv Gandhi International Stadium,2,Sunrisers Hyderabad,Delhi Daredevils,164
1342,2018-05-06,Wankhede Stadium,1,Mumbai Indians,Kolkata Knight Riders,180
1343,2018-05-06,Wankhede Stadium,2,Kolkata Knight Riders,Mumbai Indians,168
1344,2018-05-06,Holkar Cricket Stadium,1,Rajasthan Royals,Kings XI Punjab,152
1345,2018-05-06,Holkar Cricket Stadium,2,Kings XI Punjab,Rajasthan Royals,155
1346,2018-05-07,Rajiv Gandhi International Stadium,1,Sunrisers Hyderabad,Royal Challengers Bangalore,146
1347,2018-05-07,Rajiv Gandhi International Stadium,2,Royal Challengers Bangalore,Sunrisers Hyderabad,141
1348,2018-05-08,Sawai Mansingh Stadium,1,Rajasthan Royals,Kings XI Punjab,158
1349,2018-05-08,Sawai Mansingh Stadium,2,Kings XI Punjab,Rajasthan Royals,139
1350,2018-05-09,Eden Gardens,1,Mumbai Indians,Kolkata Knight Riders,210
1351,2018-05-09,Eden Gardens,2,Kolkata Knight Riders,Mumbai Indians,108
1352,2018-05-10,Arun Jaitley Stadium,1,Delhi Daredevils,Sunrisers Hyderabad,187
1353,2018-05-10,Arun Jaitley Stadium,2,Sunrisers Hyderabad,Delhi Daredevils,191
1354,2018-05-11,Sawai Mansingh Stadium,1,Chennai Super Kings,Rajasthan Royals,176
1355,2018-05-11,Sawai Mansingh Stadium,2,Rajasthan Royals,Chennai Super Kings,177
1356,2018-05-12,Holkar Cricket Stadium,1,Kolkata Knight Riders,Kings XI Punjab,245
1357,2018-05-12,Holkar Cricket Stadium,2,Kings XI Punjab,Kolkata Knight Riders,214
1358,2018-05-12,Arun Jaitley Stadium,1,Delhi Daredevils,Royal Challengers Bangalore,181
1359,2018-05-12,Arun Jaitley Stadium,2,Royal Challengers Bangalore,Delhi Daredevils,187
1360,2018-05-13,Maharashtra Cricket Association Stadium,1,Sunrisers Hyderabad,Chennai Super Kings,179
1361,2018-05-13,Maharashtra Cricket Association Stadium,2,Chennai Super Kings,Sunrisers Hyderabad,180
1362,2018-05-13,Wankhede Stadium,1,Mumbai Indians,Rajasthan Royals,168
1363,2018-05-13,Wankhede Stadium,2,Rajasthan Royals,Mumbai Indians,171
1364,2018-05-14,Holkar Cricket Stadium,1,Kings XI Punjab,Royal Challengers Bangalore,88
1365,2018-05-14,Holkar Cricket Stadium,2,Royal Challengers Bangalore,Kings XI Punjab,92
1366,2018-05-15,Eden Gardens,1,Rajasthan Royals,Kolkata Knight Riders,142
1367,2018-05-15,Eden Gardens,2,Kolkata Knight Riders,Rajasthan Royals,145
1368,2018-05-16,Wankhede Stadium,1,Mumbai Indians,Kings XI Punjab,184
1369,2018-05-16,Wankhede Stadium,2,Kings XI Punjab,Mumbai Indians,179
1370,2018-05-17,M.Chinnaswamy Stadium,1,Royal Challengers Bangalore,Sunrisers Hyderabad,218
1371,2018-05-17,M.Chinnaswamy Stadium,2,Sunrisers Hyderabad,Royal Challengers Bangalore,204
1372,2018-05-18,Arun Jaitley Stadium,1,Delhi Daredevils,Chennai Super Kings,162
1373,2018-05-18,Arun Jaitley Stadium,2,Chennai Super Kings,Delhi Daredevils,128
1374,2018-05-19,Sawai Mansingh Stadium,1,Rajasthan Royals,Royal Challengers Bangalore,164
1375,2018-05-19,Sawai Mansingh Stadium,2,Royal Challengers Bangalore,Rajasthan Royals,134
1376,2018-05-19,Rajiv Gandhi International Stadium,1,Sunrisers Hyderabad,Kolkata Knight Riders,172
1377,2018-05-19,Rajiv Gandhi International Stadium,2,Kolkata Knight Riders,Sunrisers Hyderabad,173
1378,2018-05-20,Arun Jaitley Stadium,1,Delhi Daredevils,Mumbai Indians,173
1379,2018-05-20,Arun Jaitley Stadium,2,Mumbai Indians,Delhi Daredevils,163
1380,2018-05-20,Maharashtra Cricket Association Stadium,1,Kings XI Punjab,Chennai Super Kings,153
1381,2018-05-20,Maharashtra Cricket Association Stadium,2,Chennai Super Kings,Kings XI Punjab,159
1382,2018-05-22,Wankhede Stadium,1,Sunrisers Hyderabad,Chennai Super Kings,133
1383,2018-05-22,Wankhede Stadium,2,Chennai Super Kings,Sunrisers Hyderabad,140
1384,2018-05-23,Eden Gardens,1,Kolkata Knight Riders,Rajasthan Royals,164
1385,2018-05-23,Eden Gardens,2,Rajasthan Royals,Kolkata Knight Riders,144
1386,2018-05-25,Eden Gardens,1,Sunrisers Hyderabad,Kolkata Knight Riders,168
1387,2018-05-25,Eden Gardens,2,Kolkata Knight Riders,Sunrisers Hyderabad,160
1388,2018-05-27,Wankhede Stadium,1,Sunrisers Hyderabad,Chennai Super Kings,178
1389,2018-05-27,Wankhede Stadium,2,Chennai Super Kings,Sunrisers Hyderabad,181
1390,2019-03-23,MA Chidambaram Stadium,1,Royal Challengers Bangalore,Chennai Super Kings,70
1391,2019-03-23,MA Chidambaram Stadium,2,Chennai Super Kings,Royal Challengers Bangalore,71
1392,2019-03-24,Eden Gardens,1,Sunrisers Hyderabad,Kolkata Knight Riders,181
1393,2019-03-24,Eden Gardens,2,Kolkata Knight Riders,Sunrisers Hyderabad,183
1394,2019-03-24,Wankhede Stadium,1,Delhi Capitals,Mumbai Indians,213
1395,2019-03-24,Wankhede Stadium,2,Mumbai Indians,Delhi Capitals,176
1396,2019-03-25,Sawai Mansingh Stadium,1,Kings XI Punjab,Rajasthan Royals,178
1397,2019-03-25,Sawai Mansingh Stadium,2,Rajasthan Royals,Kings XI Punjab,170
1398,2019-03-26,Arun Jaitley Stadium,1,Delhi Capitals,Chennai Super Kings,147
1399,2019-03-26,Arun Jaitley Stadium,2,Chennai Super Kings,Delhi Capitals,150
1400,2019-03-27,Eden Gardens,1,Kolkata Knight Riders,Kings XI Punjab,218
1401,2019-03-27,Eden Gardens,2,Kings XI Punjab,Kolkata Knight Riders,190
1402,2019-03-28,M.Chinnaswamy Stadium,1,Mumbai Indians,Royal Challengers Bangalore,186
1403,2019-03-28,M.Chinnaswamy Stadium,2,Royal Challengers Bangalore,Mumbai Indians,181
1404,2019-03-29,Rajiv Gandhi International Stadium,1,Rajasthan Royals,Sunrisers Hyderabad,194
1405,2019-03-29,Rajiv Gandhi International Stadium,2,Sunrisers Hyderabad,Rajasthan Royals,201
1406,2019-03-30,Punjab Cricket Association IS Bindra Stadium,1,Mumbai Indians,Kings XI Punjab,176
1407,2019-03-30,Punjab Cricket Association IS Bindra Stadium,2,Kings XI Punjab,Mumbai Indians,177
1408,2019-03-30,Arun Jaitley Stadium,1,Kolkata Knight Riders,Delhi Capitals,185
1409,2019-03-30,Arun Jaitley Stadium,2,Delhi Capitals,Kolkata Knight Riders,185
1410,2019-03-31,Rajiv Gandhi International Stadium,1,Sunrisers Hyderabad,Royal Challengers Bangalore,231
1411,2019-03-31,Rajiv Gandhi International Stadium,2,Royal Challengers Bangalore,Sunrisers Hyderabad,113
1412,2019-03-31,MA Chidambaram Stadium,1,Chennai Super Kings,Rajasthan Royals,168
1413,2019-03-31,MA Chidambaram Stadium,2,Rajasthan Royals,Chennai Super Kings,167
1414,2019-04-01,Punjab Cricket Association IS Bindra Stadium,1,Kings XI Punjab,Delhi Capitals,166
1415,2019-04-01,Punjab Cricket Association IS Bindra Stadium,2,Delhi Capitals,Kings XI Punjab,152
1416,2019-04-02,Sawai Mansingh Stadium,1,Royal Challengers Bangalore,Rajasthan Royals,158
1417,2019-04-02,Sawai Mansingh Stadium,2,Rajasthan Royals,Royal Challengers Bangalore,164
1418,2019-04-03,Wankhede Stadium,1,Mumbai Indians,Chennai Super Kings,160
1419,2019-04-03,Wankhede Stadium,2,Chennai Super Kings,Mumbai Indians,133
1420,2019-04-04,Arun Jaitley Stadium,1,Delhi Capitals,Sunrisers Hyderabad,129
1421,2019-04-04,Arun Jaitley Stadium,2,Sunrisers Hyderabad,Delhi Capitals,131
1422,2019-04-05,M.Chinnaswamy Stadium,1,Royal Challengers Bangalore,Kolkata Knight Riders,201
1423,2019-04-05,M.Chinnaswamy Stadium,2,Kolkata Knight Riders,Royal Challengers Bangalore,206
1424,2019-04-06,MA Chidambaram Stadium,1,Chennai Super Kings,Kings XI Punjab,160
1425,2019-04-06,MA Chidambaram Stadium,2,Kings XI Punjab,Chennai Super Kings,138
1426,2019-04-06,Rajiv Gandhi International Stadium,1,Mumbai Indians,Sunrisers Hyderabad,132
1427,2019-04-06,Rajiv Gandhi International Stadium,2,Sunrisers Hyderabad,Mumbai Indians,96
1428,2019-04-07,M.Chinnaswamy Stadium,1,Royal Challengers Bangalore,Delhi Capitals,149
1429,2019-04-07,M.Chinnaswamy Stadium,2,Delhi Capitals,Royal Challengers Bangalore,152
1430,2019-04-07,Sawai Mansingh Stadium,1,Rajasthan Royals,Kolkata Knight Riders,139
1431,2019-04-07,Sawai Mansingh Stadium,2,Kolkata Knight Riders,Rajasthan Royals,140
1432,2019-04-08,Punjab Cricket Association IS Bindra Stadium,1,Sunrisers Hyderabad,Kings XI Punjab,150
1433,2019-04-08,Punjab Cricket Association IS Bindra Stadium,2,Kings XI Punjab,Sunrisers Hyderabad,151
1434,2019-04-09,MA Chidambaram Stadium,1,Kolkata Knight Riders,Chennai Super Kings,108
1435,2019-04-09,MA Chidambaram Stadium,2,Chennai Super Kings,Kolkata Knight Riders,111
1436,2019-04-10,Wankhede Stadium,1,Kings XI Punjab,Mumbai Indians,197
1437,2019-04-10,Wankhede Stadium,2,Mumbai Indians,Kings XI Punjab,196
1438,2019-04-11,Sawai Mansingh Stadium,1,Rajasthan Royals,Chennai Super Kings,151
1439,2019-04-11,Sawai Mansingh Stadium,2,Chennai Super Kings,Rajasthan Royals,148
1440,2019-04-12,Eden Gardens,1,Kolkata Knight Riders,Delhi Capitals,178
1441,2019-04-12,Eden Gardens,2,Delhi Capitals,Kolkata Knight Riders,180
1442,2019-04-13,Wankhede Stadium,1,Mumbai Indians,Rajasthan Royals,181
1443,2019-04-13,Wankhede Stadium,2,Rajasthan Royals,Mumbai Indians,188
1444,2019-04-13,Punjab Cricket Association IS Bindra Stadium,1,Kings XI Punjab,Royal Challengers Bangalore,173
1445,2019-04-13,Punjab Cricket Association IS Bindra Stadium,2,Royal Challengers Bangalore,Kings XI Punjab,174
1446,2019-04-14,Eden Gardens,1,Kolkata Knight Riders,Chennai Super Kings,161
1447,2019-04-14,Eden Gardens,2,Chennai Super Kings,Kolkata Knight Riders,162
1448,2019-04-14,Rajiv Gandhi International Stadium,1,Delhi Capitals,Sunrisers Hyderabad,154
1449,2019-04-14,Rajiv Gandhi International Stadium,2,Sunrisers Hyderabad,Delhi Capitals,116
1450,2019-04-15,Wankhede Stadium,1,Royal Challengers Bangalore,Mumbai Indians,171
1451,2019-04-15,Wankhede Stadium,2,Mumbai Indians,Royal Challengers Bangalore,172
1452,2019-04-16,Punjab Cricket Association IS Bindra Stadium,1,Kings XI Punjab,Rajasthan Royals,182
1453,2019-04-16,Punjab Cricket Association IS Bindra Stadium,2,Rajasthan Royals,Kings XI Punjab,170
1454,2019-04-17,Rajiv Gandhi International Stadium,1,Chennai Super Kings,Sunrisers Hyderabad,132
1455,2019-04-17,Rajiv Gandhi International Stadium,2,Sunrisers Hyderabad,Chennai Super Kings,137
1456,2019-04-18,Arun Jaitley Stadium,1,Mumbai Indians,Delhi Capitals,163
1457,2019-04-18,Arun Jaitley Stadium,2,Delhi Capitals,Mumbai Indians,128
1458,2019-04-19,Eden Gardens,1,Royal Challengers Bangalore,Kolkata Knight Riders,213
1459,2019-04-19,Eden Gardens,2,Kolkata Knight Riders,Royal Challengers Bangalore,203
1460,2019-04-20,Sawai Mansingh Stadium,1,Mumbai Indians,Rajasthan Royals,161
1461,2019-04-20,Sawai Mansingh Stadium,2,Rajasthan Royals,Mumbai Indians,162
1462,2019-04-20,Arun Jaitley Stadium,1,Kings XI Punjab,Delhi Capitals,163
1463,2019-04-20,Arun Jaitley Stadium,2,Delhi Capitals,Kings XI Punjab,166
1464,2019-04-21,Rajiv Gandhi International Stadium,1,Kolkata Knight Riders,Sunrisers Hyderabad,159
1465,2019-04-21,Rajiv Gandhi International Stadium,2,Sunrisers Hyderabad,Kolkata Knight Riders,161
1466,2019-04-21,M.Chinnaswamy Stadium,1,Royal Challengers Bangalore,Chennai Super Kings,161
1467,2019-04-21,M.Chinnaswamy Stadium,2,Chennai Super Kings,Royal Challengers Bangalore,160
1468,2019-04-22,Sawai Mansingh Stadium,1,Rajasthan Royals,Delhi Capitals,191
1469,2019-04-22,Sawai Mansingh Stadium,2,Delhi Capitals,Rajasthan Royals,193
1470,2019-04-23,MA Chidambaram Stadium,1,Sunrisers Hyderabad,Chennai Super Kings,175
1471,2019-04-23,MA Chidambaram Stadium,2,Chennai Super Kings,Sunrisers Hyderabad,176
1472,2019-04-24,M.Chinnaswamy Stadium,1,Royal Challengers Bangalore,Kings XI Punjab,202
1473,2019-04-24,M.Chinnaswamy Stadium,2,Kings XI Punjab,Royal Challengers Bangalore,185
1474,2019-04-25,Eden Gardens,1,Kolkata Knight Riders,Rajasthan Royals,175
1475,2019-04-25,Eden Gardens,2,Rajasthan Royals,Kolkata Knight Riders,177
1476,2019-04-26,MA Chidambaram Stadium,1,Mumbai Indians,Chennai Super Kings,155
